contrast,time,estimate,lower.HPD,upper.HPD,sig
Easy - Hard,Tomorrow,0.6293995899013813,0.42886938384396667,0.7794785045394599,*
Easy - Hard,Future,0.17022162059244558,-0.031699853896880015,0.36278217960690073,
